"HITId","HITTypeId","Title","CreationTime","MaxAssignments","AssignmentDurationInSeconds","AssignmentId","WorkerId","AcceptTime","SubmitTime","WorkTimeInSeconds","Input.id","Input.payload","Answer.audio","Answer.neither","Answer.ocr","Answer.sanity-check","Answer.video","Turkle.Username"
"936055","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75597","248","Tue Sep 30 13:59:54 UTC 2025","Tue Sep 30 14:00:13 UTC 2025","19","2022 United States Senate election in Georgia_17","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""This leaves just under 1% of voters yet to cast their ballots, indicating a high level of voter engagement and turnout in this crucial race."", ""Extracted_Claims"": [""Less than 1% of voters have not yet cast their ballots"", ""The low percentage of uncast ballots indicates high voter engagement"", ""The low percentage of uncast ballots indicates high voter turnout"", ""The race is described as crucial""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1590398912724017152.mp4""}","[false,false,false,false]","[true,true,true,true]","[false,false,false,false]","","[false,false,false,false]","amart233"
"936056","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75598","248","Tue Sep 30 14:00:13 UTC 2025","Tue Sep 30 14:00:24 UTC 2025","11","2022 United States Senate election in Georgia_18","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""Despite the narrow margin, both candidates remain competitive, with Warnock having a significant advantage despite not reaching the 50% necessary to win outright."", ""Extracted_Claims"": [""Both candidates remain competitive"", ""Warnock has a significant advantage"", ""Warnock has not reached 50% of the vote"", ""Reaching 50% of the vote is necessary to win outright"", ""There is a narrow margin between the candidates""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1590398912724017152.mp4""}","[false,false,false,false,false]","[false,true,false,false,false]","[false,false,false,false,false]","","[true,false,true,true,true]","amart233"
"936057","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75599","248","Tue Sep 30 14:00:24 UTC 2025","Tue Sep 30 14:00:33 UTC 2025","9","2022 United States Senate election in Georgia_19","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""The race now heads into a runoff election scheduled for early November, potentially determining the balance of power in the U.S. Senate."", ""Extracted_Claims"": [""The race will proceed to a runoff election"", ""The runoff election is scheduled for early November"", ""The outcome of the runoff election could determine the balance of power in the U.S. Senate""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1590398912724017152.mp4""}","[false,false,false]","[false,true,true]","[false,false,false]","","[true,false,false]","amart233"
"936058","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75601","248","Tue Sep 30 14:01:22 UTC 2025","Tue Sep 30 14:02:20 UTC 2025","58","2022 United States Senate election in Georgia_20","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""The 2022 Georgia Senate race, pitting incumbent Raphael Warnock against challenger Herschel Walker, remains extremely close after nearly three-quarters of the votes have been counted."", ""Extracted_Claims"": [""The 2022 Georgia Senate race is between Raphael Warnock and Herschel Walker"", ""Raphael Warnock is the incumbent in the 2022 Georgia Senate race"", ""Herschel Walker is the challenger in the 2022 Georgia Senate race"", ""The 2022 Georgia Senate race is extremely close"", ""Nearly three-quarters of the votes have been counted in the 2022 Georgia Senate race""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/FELPIDFfRLg.mp4""}","[false,false,false,false,false]","[false,false,false,false,true]","[false,false,false,false,false]","","[true,true,true,true,false]","amart233"
"936059","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75602","248","Tue Sep 30 14:02:20 UTC 2025","Tue Sep 30 14:02:28 UTC 2025","8","2022 United States Senate election in Georgia_21","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""Warnock leads with approximately 49.2%, securing a majority of 1,944,893 votes compared to Walker\u2019s 48.7%."", ""Extracted_Claims"": [""Warnock leads the race"", ""Warnock has approximately 49.2% of the votes"", ""Warnock secured 1,944,893 votes"", ""Walker has approximately 48.7% of the votes"", ""Warnock has more votes than Walker"", ""The difference in votes between Warnock and Walker is small""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/FELPIDFfRLg.mp4""}","[false,false,false,false,false,false]","[true,true,true,true,true,true]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","amart233"
"936060","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75603","248","Tue Sep 30 14:02:28 UTC 2025","Tue Sep 30 14:02:32 UTC 2025","4","2022 United States Senate election in Georgia_22","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""This leaves just under 1% of voters yet to cast their ballots, indicating a high level of voter engagement and turnout in this crucial race."", ""Extracted_Claims"": [""Less than 1% of voters have not yet cast their ballots"", ""The low percentage of uncast ballots indicates high voter engagement"", ""The low percentage of uncast ballots indicates high voter turnout"", ""The race is described as crucial""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/FELPIDFfRLg.mp4""}","[false,false,false,false]","[true,true,true,true]","[false,false,false,false]","","[false,false,false,false]","amart233"
"936061","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75604","248","Tue Sep 30 14:02:32 UTC 2025","Tue Sep 30 14:02:40 UTC 2025","8","2022 United States Senate election in Georgia_23","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""Despite the narrow margin, both candidates remain competitive, with Warnock having a significant advantage despite not reaching the 50% necessary to win outright."", ""Extracted_Claims"": [""Both candidates remain competitive"", ""Warnock has a significant advantage"", ""Warnock has not reached 50% of the vote"", ""Reaching 50% of the vote is necessary to win outright"", ""There is a narrow margin between the candidates""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/FELPIDFfRLg.mp4""}","[false,false,false,false,false]","[true,true,true,true,true]","[false,false,false,false,false]","","[false,false,false,false,false]","amart233"
"936062","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75605","248","Tue Sep 30 14:02:40 UTC 2025","Tue Sep 30 14:02:45 UTC 2025","5","2022 United States Senate election in Georgia_24","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""The race now heads into a runoff election scheduled for early November, potentially determining the balance of power in the U.S. Senate."", ""Extracted_Claims"": [""The race will proceed to a runoff election"", ""The runoff election is scheduled for early November"", ""The outcome of the runoff election could determine the balance of power in the U.S. Senate""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/FELPIDFfRLg.mp4""}","[false,false,false]","[false,true,true]","[false,false,false]","","[true,false,false]","amart233"
"936063","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75606","248","Tue Sep 30 14:02:46 UTC 2025","Tue Sep 30 14:03:00 UTC 2025","14","2022 United States Senate election in Georgia_25","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""The 2022 Georgia Senate race, pitting incumbent Raphael Warnock against challenger Herschel Walker, remains extremely close after nearly three-quarters of the votes have been counted."", ""Extracted_Claims"": [""The 2022 Georgia Senate race is between Raphael Warnock and Herschel Walker"", ""Raphael Warnock is the incumbent in the 2022 Georgia Senate race"", ""Herschel Walker is the challenger in the 2022 Georgia Senate race"", ""The 2022 Georgia Senate race is extremely close"", ""Nearly three-quarters of the votes have been counted in the 2022 Georgia Senate race""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/MoNlUMFqUFY.mp4""}","[false,false,false,false,false]","[false,false,false,false,true]","[false,false,false,false,false]","","[true,true,true,true,false]","amart233"
"936064","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75607","248","Tue Sep 30 14:03:00 UTC 2025","Tue Sep 30 14:03:09 UTC 2025","9","2022 United States Senate election in Georgia_26","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""Warnock leads with approximately 49.2%, securing a majority of 1,944,893 votes compared to Walker\u2019s 48.7%."", ""Extracted_Claims"": [""Warnock leads the race"", ""Warnock has approximately 49.2% of the votes"", ""Warnock secured 1,944,893 votes"", ""Walker has approximately 48.7% of the votes"", ""Warnock has more votes than Walker"", ""The difference in votes between Warnock and Walker is small""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/MoNlUMFqUFY.mp4""}","[false,false,false,false,false,false]","[true,true,true,true,true,true]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","amart233"
"936065","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75608","248","Tue Sep 30 14:03:09 UTC 2025","Tue Sep 30 14:03:13 UTC 2025","4","2022 United States Senate election in Georgia_27","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""This leaves just under 1% of voters yet to cast their ballots, indicating a high level of voter engagement and turnout in this crucial race."", ""Extracted_Claims"": [""Less than 1% of voters have not yet cast their ballots"", ""The low percentage of uncast ballots indicates high voter engagement"", ""The low percentage of uncast ballots indicates high voter turnout"", ""The race is described as crucial""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/MoNlUMFqUFY.mp4""}","[false,false,false,false]","[true,true,true,true]","[false,false,false,false]","","[false,false,false,false]","amart233"
"936066","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75609","248","Tue Sep 30 14:03:13 UTC 2025","Tue Sep 30 14:03:21 UTC 2025","8","2022 United States Senate election in Georgia_28","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""Despite the narrow margin, both candidates remain competitive, with Warnock having a significant advantage despite not reaching the 50% necessary to win outright."", ""Extracted_Claims"": [""Both candidates remain competitive"", ""Warnock has a significant advantage"", ""Warnock has not reached 50% of the vote"", ""Reaching 50% of the vote is necessary to win outright"", ""There is a narrow margin between the candidates""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/MoNlUMFqUFY.mp4""}","[false,false,false,false,false]","[true,true,true,true,true]","[false,false,false,false,false]","","[false,false,false,false,false]","amart233"
"936067","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75610","248","Tue Sep 30 14:03:21 UTC 2025","Tue Sep 30 14:03:25 UTC 2025","4","2022 United States Senate election in Georgia_29","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""The race now heads into a runoff election scheduled for early November, potentially determining the balance of power in the U.S. Senate."", ""Extracted_Claims"": [""The race will proceed to a runoff election"", ""The runoff election is scheduled for early November"", ""The outcome of the runoff election could determine the balance of power in the U.S. Senate""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/MoNlUMFqUFY.mp4""}","[false,false,false]","[true,true,true]","[false,false,false]","","[false,false,false]","amart233"
"936068","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75787","240","Wed Oct 01 17:12:00 UTC 2025","Wed Oct 01 17:17:18 UTC 2025","318","2022 United States Senate election in Georgia_30","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""The 2022 Georgia Senate race, pitting incumbent Raphael Warnock against challenger Herschel Walker, remains extremely close after nearly three-quarters of the votes have been counted."", ""Extracted_Claims"": [""The 2022 Georgia Senate race is between Raphael Warnock and Herschel Walker"", ""Raphael Warnock is the incumbent in the 2022 Georgia Senate race"", ""Herschel Walker is the challenger in the 2022 Georgia Senate race"", ""The 2022 Georgia Senate race is extremely close"", ""Nearly three-quarters of the votes have been counted in the 2022 Georgia Senate race""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/uWFRDGc7TUM.mp4""}","[true,true,true,false,false]","[false,false,false,true,true]","[true,false,false,false,false]","","[true,false,false,false,false]","zjin22"
"936069","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75788","240","Wed Oct 01 17:17:18 UTC 2025","Wed Oct 01 17:18:11 UTC 2025","53","2022 United States Senate election in Georgia_31","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""Warnock leads with approximately 49.2%, securing a majority of 1,944,893 votes compared to Walker\u2019s 48.7%."", ""Extracted_Claims"": [""Warnock leads the race"", ""Warnock has approximately 49.2% of the votes"", ""Warnock secured 1,944,893 votes"", ""Walker has approximately 48.7% of the votes"", ""Warnock has more votes than Walker"", ""The difference in votes between Warnock and Walker is small""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/uWFRDGc7TUM.mp4""}","[false,false,false,false,false,false]","[true,true,true,true,true,true]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","zjin22"
"936070","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75789","240","Wed Oct 01 17:18:11 UTC 2025","Wed Oct 01 17:22:48 UTC 2025","277","2022 United States Senate election in Georgia_32","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""This leaves just under 1% of voters yet to cast their ballots, indicating a high level of voter engagement and turnout in this crucial race."", ""Extracted_Claims"": [""Less than 1% of voters have not yet cast their ballots"", ""The low percentage of uncast ballots indicates high voter engagement"", ""The low percentage of uncast ballots indicates high voter turnout"", ""The race is described as crucial""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/uWFRDGc7TUM.mp4""}","[false,false,false,true]","[true,true,true,false]","[false,false,false,false]","","[false,false,false,false]","zjin22"
"936071","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75790","240","Wed Oct 01 17:22:48 UTC 2025","Wed Oct 01 17:23:54 UTC 2025","66","2022 United States Senate election in Georgia_33","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""Despite the narrow margin, both candidates remain competitive, with Warnock having a significant advantage despite not reaching the 50% necessary to win outright."", ""Extracted_Claims"": [""Both candidates remain competitive"", ""Warnock has a significant advantage"", ""Warnock has not reached 50% of the vote"", ""Reaching 50% of the vote is necessary to win outright"", ""There is a narrow margin between the candidates""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/uWFRDGc7TUM.mp4""}","[false,false,false,false,false]","[true,true,true,true,true]","[false,false,false,false,false]","","[false,false,false,false,false]","zjin22"
"936072","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75791","240","Wed Oct 01 17:23:54 UTC 2025","Wed Oct 01 17:27:01 UTC 2025","187","2022 United States Senate election in Georgia_34","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""The race now heads into a runoff election scheduled for early November, potentially determining the balance of power in the U.S. Senate."", ""Extracted_Claims"": [""The race will proceed to a runoff election"", ""The runoff election is scheduled for early November"", ""The outcome of the runoff election could determine the balance of power in the U.S. Senate""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/uWFRDGc7TUM.mp4""}","[true,false,false]","[false,true,true]","[false,false,false]","","[false,false,false]","zjin22"
"936073","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75793","240","Wed Oct 01 17:27:15 UTC 2025","Wed Oct 01 17:51:36 UTC 2025","1461","2022 United States Senate election in Georgia_35","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""The 2022 Georgia Senate race, pitting incumbent Raphael Warnock against challenger Herschel Walker, remains extremely close after nearly three-quarters of the votes have been counted."", ""Extracted_Claims"": [""The 2022 Georgia Senate race is between Raphael Warnock and Herschel Walker"", ""Raphael Warnock is the incumbent in the 2022 Georgia Senate race"", ""Herschel Walker is the challenger in the 2022 Georgia Senate race"", ""The 2022 Georgia Senate race is extremely close"", ""Nearly three-quarters of the votes have been counted in the 2022 Georgia Senate race""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/KOnFkleRZlM.mp4""}","[false,false,false,false,false]","[false,false,false,false,true]","[true,true,true,true,false]","","[true,true,true,true,false]","zjin22"
"936074","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75795","240","Wed Oct 01 17:51:36 UTC 2025","Wed Oct 01 17:52:27 UTC 2025","51","2022 United States Senate election in Georgia_36","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""Warnock leads with approximately 49.2%, securing a majority of 1,944,893 votes compared to Walker\u2019s 48.7%."", ""Extracted_Claims"": [""Warnock leads the race"", ""Warnock has approximately 49.2% of the votes"", ""Warnock secured 1,944,893 votes"", ""Walker has approximately 48.7% of the votes"", ""Warnock has more votes than Walker"", ""The difference in votes between Warnock and Walker is small""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/KOnFkleRZlM.mp4""}","[false,false,false,false,false,false]","[false,true,true,true,false,false]","[true,false,false,false,true,true]","","[false,false,false,false,false,false]","zjin22"
"936075","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75797","240","Wed Oct 01 17:52:27 UTC 2025","Wed Oct 01 17:52:49 UTC 2025","22","2022 United States Senate election in Georgia_37","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""This leaves just under 1% of voters yet to cast their ballots, indicating a high level of voter engagement and turnout in this crucial race."", ""Extracted_Claims"": [""Less than 1% of voters have not yet cast their ballots"", ""The low percentage of uncast ballots indicates high voter engagement"", ""The low percentage of uncast ballots indicates high voter turnout"", ""The race is described as crucial""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/KOnFkleRZlM.mp4""}","[false,false,false,true]","[false,true,true,false]","[true,false,false,false]","","[false,false,false,true]","zjin22"
"936076","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75798","240","Wed Oct 01 17:52:49 UTC 2025","Wed Oct 01 17:54:55 UTC 2025","126","2022 United States Senate election in Georgia_38","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""Despite the narrow margin, both candidates remain competitive, with Warnock having a significant advantage despite not reaching the 50% necessary to win outright."", ""Extracted_Claims"": [""Both candidates remain competitive"", ""Warnock has a significant advantage"", ""Warnock has not reached 50% of the vote"", ""Reaching 50% of the vote is necessary to win outright"", ""There is a narrow margin between the candidates""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/KOnFkleRZlM.mp4""}","[true,false,false,false,false]","[false,true,false,false,false]","[false,false,true,true,true]","","[true,false,false,false,false]","zjin22"
"936077","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75802","240","Wed Oct 01 17:54:55 UTC 2025","Wed Oct 01 17:55:14 UTC 2025","19","2022 United States Senate election in Georgia_39","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""The race now heads into a runoff election scheduled for early November, potentially determining the balance of power in the U.S. Senate."", ""Extracted_Claims"": [""The race will proceed to a runoff election"", ""The runoff election is scheduled for early November"", ""The outcome of the runoff election could determine the balance of power in the U.S. Senate""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/KOnFkleRZlM.mp4""}","[true,false,true]","[false,false,false]","[true,true,false]","","[true,false,true]","zjin22"
"936078","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75805","240","Wed Oct 01 17:55:25 UTC 2025","Wed Oct 01 17:58:47 UTC 2025","202","2022 United States Senate election in Georgia_40","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""The 2022 Georgia Senate race, pitting incumbent Raphael Warnock against challenger Herschel Walker, remains extremely close after nearly three-quarters of the votes have been counted."", ""Extracted_Claims"": [""The 2022 Georgia Senate race is between Raphael Warnock and Herschel Walker"", ""Raphael Warnock is the incumbent in the 2022 Georgia Senate race"", ""Herschel Walker is the challenger in the 2022 Georgia Senate race"", ""The 2022 Georgia Senate race is extremely close"", ""Nearly three-quarters of the votes have been counted in the 2022 Georgia Senate race""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/3B7VZCHKUWE.mp4""}","[false,false,false,true,false]","[false,true,true,false,true]","[true,false,false,false,false]","","[false,false,false,true,false]","zjin22"
"936079","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75809","240","Wed Oct 01 17:58:47 UTC 2025","Wed Oct 01 17:59:07 UTC 2025","20","2022 United States Senate election in Georgia_41","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""Warnock leads with approximately 49.2%, securing a majority of 1,944,893 votes compared to Walker\u2019s 48.7%."", ""Extracted_Claims"": [""Warnock leads the race"", ""Warnock has approximately 49.2% of the votes"", ""Warnock secured 1,944,893 votes"", ""Walker has approximately 48.7% of the votes"", ""Warnock has more votes than Walker"", ""The difference in votes between Warnock and Walker is small""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/3B7VZCHKUWE.mp4""}","[false,false,false,false,false,false]","[false,true,true,true,false,false]","[true,false,false,false,true,true]","","[false,false,false,false,false,false]","zjin22"
"936080","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","76037","240","Thu Oct 02 05:12:55 UTC 2025","Thu Oct 02 05:16:45 UTC 2025","230","2022 United States Senate election in Georgia_42","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""This leaves just under 1% of voters yet to cast their ballots, indicating a high level of voter engagement and turnout in this crucial race."", ""Extracted_Claims"": [""Less than 1% of voters have not yet cast their ballots"", ""The low percentage of uncast ballots indicates high voter engagement"", ""The low percentage of uncast ballots indicates high voter turnout"", ""The race is described as crucial""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/3B7VZCHKUWE.mp4""}","[false,false,false,false]","[true,true,true,true]","[false,false,false,false]","","[false,false,false,false]","zjin22"
"936081","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","76038","240","Thu Oct 02 05:16:46 UTC 2025","Thu Oct 02 05:18:37 UTC 2025","111","2022 United States Senate election in Georgia_43","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""Despite the narrow margin, both candidates remain competitive, with Warnock having a significant advantage despite not reaching the 50% necessary to win outright."", ""Extracted_Claims"": [""Both candidates remain competitive"", ""Warnock has a significant advantage"", ""Warnock has not reached 50% of the vote"", ""Reaching 50% of the vote is necessary to win outright"", ""There is a narrow margin between the candidates""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/3B7VZCHKUWE.mp4""}","[true,false,false,true,true]","[false,true,false,false,false]","[false,false,true,false,false]","","[true,false,false,false,false]","zjin22"
"936082","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","76039","240","Thu Oct 02 05:18:37 UTC 2025","Thu Oct 02 05:19:42 UTC 2025","65","2022 United States Senate election in Georgia_44","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""The race now heads into a runoff election scheduled for early November, potentially determining the balance of power in the U.S. Senate."", ""Extracted_Claims"": [""The race will proceed to a runoff election"", ""The runoff election is scheduled for early November"", ""The outcome of the runoff election could determine the balance of power in the U.S. Senate""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/3B7VZCHKUWE.mp4""}","[false,false,true]","[true,true,false]","[false,false,false]","","[false,false,false]","zjin22"
"936083","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","76040","240","Thu Oct 02 05:19:42 UTC 2025","Thu Oct 02 05:22:03 UTC 2025","141","Hurricane Irma_0","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""The event described in these videos is Hurricane Irma, which struck South Florida and other regions in the Caribbean in September 2017."", ""Extracted_Claims"": [""The event described in the videos is Hurricane Irma"", ""Hurricane Irma struck South Florida"", ""Hurricane Irma impacted other regions in the Caribbean"", ""Hurricane Irma occurred in September 2017""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4""}","[true,true,true,false]","[false,false,false,true]","[true,true,false,false]","","[false,false,true,false]","zjin22"
"936084","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","76041","240","Thu Oct 02 05:22:03 UTC 2025","Thu Oct 02 05:23:23 UTC 2025","80","Hurricane Irma_1","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""The storm formed as a tropical disturbance in the eastern Caribbean Sea and rapidly intensified into a Category 5 hurricane, known for its extreme winds and rainfall rates."", ""Extracted_Claims"": [""The storm originated as a tropical disturbance"", ""The tropical disturbance formed in the eastern Caribbean Sea"", ""The storm rapidly intensified into a Category 5 hurricane"", ""Category 5 hurricanes are known for their extreme winds"", ""Category 5 hurricanes are known for their high rainfall rates""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4""}","[true,false,true,false,false]","[false,false,false,true,true]","[true,false,true,false,false]","","[false,true,false,false,false]","zjin22"
"936085","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","76042","240","Thu Oct 02 05:23:23 UTC 2025","Thu Oct 02 05:24:07 UTC 2025","44","Hurricane Irma_2","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""This particular instance involved multiple aspects including:"", ""Extracted_Claims"": [""The event described involves multiple aspects"", ""There are multiple videos that cover different aspects of the event"", ""The event is related to Hurricane Irma"", ""Hurricane Irma impacted various regions including South Florida and the Caribbean"", ""Different videos focus on different impacts of Hurricane Irma""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4""}","[false,false,true,true,false]","[false,false,false,false,false]","[false,false,true,true,false]","","[true,true,true,true,true]","zjin22"
"936086","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","76043","240","Thu Oct 02 05:24:07 UTC 2025","Thu Oct 02 05:24:55 UTC 2025","48","Hurricane Irma_3","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""- Video 1 focuses on the direct hit of Hurricane Irma on Southwest Florida, capturing images of high winds, heavy rain, and flooding."", ""Extracted_Claims"": [""Video 1 focuses on the direct hit of Hurricane Irma on Southwest Florida"", ""Video 1 captures images of high winds"", ""Video 1 captures images of heavy rain"", ""Video 1 captures images of flooding"", ""The footage includes interviews with a weather reporter"", ""The weather reporter describes the severity of the flooding"", ""The weather reporter describes the dangers faced by residents""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4""}","[false,false,false,false,false,false,false]","[false,false,false,false,true,true,true]","[false,false,false,false,false,false,false]","","[true,true,true,true,false,false,false]","zjin22"
"936087","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","76044","240","Thu Oct 02 05:24:56 UTC 2025","Thu Oct 02 05:25:41 UTC 2025","45","Hurricane Irma_4","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""The footage includes interviews with a weather reporter who describes the severity of the flooding and the dangers faced by residents."", ""Extracted_Claims"": [""The footage includes interviews with a weather reporter"", ""The weather reporter describes the severity of the flooding"", ""The weather reporter discusses the dangers faced by residents""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4""}","[false,false,false]","[true,true,true]","[false,false,false]","","[false,false,false]","zjin22"
